timestamp,cycle,voltage_v,frequency_hz,power_w,thd_percent,outage,micro_outage,pre_fault,voltage_deviation,freq_deviation,voltage_out_of_tolerance,freq_out_of_tolerance,hour,is_peak_hour,is_night,outage_count,micro_outage_count,cycles_since_last_outage
2026-04-12T08:28:07.843465,2,225.22,52.432,177975.4,14.12,0,0,0,5.22,2.432,0,0,8,0,0,0,0,2
2026-04-12T08:28:09.843478,3,229.09,52.833,190130.9,14.72,0,0,0,9.09,2.833,0,1,8,0,0,0,0,3
2026-04-12T08:28:11.843483,4,208.36,53.016,187236.6,13.98,0,0,0,-11.64,3.016,0,1,8,0,0,0,0,4
2026-04-12T08:28:13.843493,5,189.98,53.351,172839.3,13.84,0,0,0,-30.02,3.351,1,1,8,0,0,0,0,5
2026-04-12T08:28:15.843500,6,228.79,51.103,182597.5,13.0,0,0,0,8.79,1.103,0,0,8,0,0,0,0,6
2026-04-12T08:28:17.843523,7,206.48,48.589,198091.7,16.41,0,0,0,-13.52,-1.411,0,0,8,0,0,0,0,7
2026-04-12T08:28:19.843503,8,210.19,52.067,179264.6,13.94,0,0,0,-9.81,2.067,0,0,8,0,0,0,0,8
2026-04-12T08:28:21.843989,9,213.61,56.487,171022.6,12.36,0,0,0,-6.39,6.487,0,1,8,0,0,0,0,9
2026-04-12T08:28:23.843410,10,230.65,53.291,179987.2,14.23,0,0,0,10.65,3.291,0,1,8,0,0,0,0,10
2026-04-12T08:28:25.843505,11,230.31,52.459,179785.8,16.1,0,0,0,10.31,2.459,0,0,8,0,0,0,0,11
2026-04-12T08:28:27.843503,12,210.07,48.75,194235.3,14.44,0,0,0,-9.93,-1.25,0,0,8,0,0,0,0,12
2026-04-12T08:28:29.843500,13,242.7,49.1,174886.1,15.05,0,0,0,22.7,-0.9,1,0,8,0,0,0,0,13
2026-04-12T08:28:31.843230,14,223.88,54.149,179436.2,15.72,0,0,0,3.88,4.149,0,1,8,0,0,0,0,14
2026-04-12T08:28:33.843485,15,241.07,53.831,175826.0,13.0,0,0,0,21.07,3.831,0,1,8,0,0,0,0,15
2026-04-12T08:28:35.843458,16,214.07,50.699,197529.9,14.96,0,0,0,-5.93,0.699,0,0,8,0,0,0,0,16
2026-04-12T08:28:37.843494,17,231.06,49.133,196354.5,14.92,0,0,0,11.06,-0.867,0,0,8,0,0,0,0,17
2026-04-12T08:28:39.843505,18,213.62,51.366,199499.4,15.08,0,0,0,-6.38,1.366,0,0,8,0,0,0,0,18
2026-04-12T08:28:41.843503,19,188.05,56.283,169266.6,14.12,0,0,0,-31.95,6.283,1,1,8,0,0,0,0,19
2026-04-12T08:28:43.843513,20,225.04,50.265,185283.1,14.69,0,0,0,5.04,0.265,0,0,8,0,0,0,0,20
2026-04-12T08:28:45.843511,21,210.28,50.519,190315.7,15.08,0,0,0,-9.72,0.519,0,0,8,0,0,0,0,21
2026-04-12T08:28:47.843509,22,190.69,54.611,190838.3,13.67,0,0,0,-29.31,4.611,1,1,8,0,0,0,0,22
2026-04-12T08:28:49.843505,23,201.63,51.847,188256.8,15.23,0,0,0,-18.37,1.847,0,0,8,0,0,0,0,23
2026-04-12T08:28:51.843523,24,215.72,50.463,187981.2,13.13,0,0,0,-4.28,0.463,0,0,8,0,0,0,0,24
2026-04-12T08:28:53.843499,25,214.98,65.343,171289.6,16.11,0,0,0,-5.02,15.343,0,1,8,0,0,0,0,25
2026-04-12T08:28:55.843606,26,196.19,52.751,185909.3,13.61,0,0,0,-23.81,2.751,1,1,8,0,0,0,0,26
2026-04-12T08:28:57.843479,27,222.58,54.956,185633.8,14.51,0,0,0,2.58,4.956,0,1,8,0,0,0,0,27
2026-04-12T08:28:59.843506,28,213.49,51.749,179312.8,13.85,0,0,0,-6.51,1.749,0,0,8,0,0,0,0,28
2026-04-12T08:29:01.843483,29,234.66,54.855,195021.9,14.71,0,0,0,14.66,4.855,0,1,8,0,0,0,0,29
2026-04-12T08:29:03.843265,30,215.68,49.551,170603.1,26.19,0,0,0,-4.32,-0.449,0,0,8,0,0,0,0,30
2026-04-12T08:29:05.843459,31,230.83,46.469,171352.8,14.22,0,0,0,10.83,-3.531,0,1,8,0,0,0,0,31
2026-04-12T08:29:07.843506,32,224.49,65.431,186699.4,25.18,0,0,0,4.49,15.431,0,1,8,0,0,0,0,32
2026-04-12T08:29:09.843393,33,215.43,50.503,203010.1,16.59,0,0,0,-4.57,0.503,0,0,8,0,0,0,0,33
2026-04-12T08:29:11.843512,34,201.85,55.035,197222.9,15.58,0,0,0,-18.15,5.035,0,1,8,0,0,0,0,34
2026-04-12T08:29:13.843528,35,202.36,52.328,184529.3,14.27,0,0,0,-17.64,2.328,0,0,8,0,0,0,0,35
2026-04-12T08:29:15.843518,36,210.09,53.793,180840.2,15.76,0,0,0,-9.91,3.793,0,1,8,0,0,0,0,36
2026-04-12T08:29:17.843508,37,206.85,52.196,193043.4,14.55,0,0,0,-13.15,2.196,0,0,8,0,0,0,0,37
2026-04-12T08:29:19.843501,38,215.93,51.874,199631.4,14.07,0,0,0,-4.07,1.874,0,0,8,0,0,0,0,38
2026-04-12T08:29:21.843514,39,205.47,53.221,194432.4,14.48,0,0,0,-14.53,3.221,0,1,8,0,0,0,0,39
2026-04-12T08:29:23.843547,40,222.94,50.612,199554.0,15.87,0,0,0,2.94,0.612,0,0,8,0,0,0,0,40
2026-04-12T08:29:25.843492,41,201.92,49.674,196632.8,14.58,0,0,0,-18.08,-0.326,0,0,8,0,0,0,0,41
2026-04-12T08:29:27.843796,42,201.26,52.531,179649.7,15.38,0,0,0,-18.74,2.531,0,1,8,0,0,0,0,42
2026-04-12T08:29:29.843508,43,215.45,54.697,174731.3,13.63,0,0,0,-4.55,4.697,0,1,8,0,0,0,0,43
2026-04-12T08:29:31.843536,44,213.85,52.643,195910.5,14.48,0,0,0,-6.15,2.643,0,1,8,0,0,0,0,44
2026-04-12T08:29:33.843508,45,225.08,52.298,181229.1,14.98,0,0,0,5.08,2.298,0,0,8,0,0,0,0,45
2026-04-12T08:29:35.843523,46,218.34,49.292,185684.4,14.02,0,0,0,-1.66,-0.708,0,0,8,0,0,0,0,46
2026-04-12T08:29:37.843514,47,187.09,50.369,186378.7,14.62,0,0,0,-32.91,0.369,1,0,8,0,0,0,0,47
2026-04-12T08:29:39.843430,48,209.34,50.416,167747.6,14.91,0,0,0,-10.66,0.416,0,0,8,0,0,0,0,48
2026-04-12T08:29:41.843504,49,238.39,55.306,187871.6,13.82,0,0,0,18.39,5.306,0,1,8,0,0,0,0,49
2026-04-12T08:29:43.843539,50,207.85,49.65,200804.0,26.06,0,0,0,-12.15,-0.35,0,0,8,0,0,0,0,50
2026-04-12T08:29:45.843514,51,227.65,64.133,193731.6,13.67,0,0,0,7.65,14.133,0,1,8,0,0,0,0,51
2026-04-12T08:29:47.843525,52,225.38,52.498,188415.0,15.01,0,0,0,5.38,2.498,0,0,8,0,0,0,0,52
2026-04-12T08:29:49.843506,53,215.97,48.631,174335.1,13.49,0,0,0,-4.03,-1.369,0,0,8,0,0,0,0,53
2026-04-12T08:29:51.843494,54,205.08,52.819,186104.7,13.67,0,0,0,-14.92,2.819,0,1,8,0,0,0,0,54
2026-04-12T08:29:53.843510,55,199.05,50.365,176769.4,14.34,0,0,0,-20.95,0.365,0,0,8,0,0,0,0,55
2026-04-12T08:29:55.843493,56,184.07,49.548,185425.7,14.4,0,0,0,-35.93,-0.452,1,0,8,0,0,0,0,56
2026-04-12T08:29:57.843493,57,202.07,50.582,193018.9,13.97,0,0,0,-17.93,0.582,0,0,8,0,0,0,0,57
2026-04-12T08:29:59.843574,58,214.15,52.687,170951.0,12.97,0,0,0,-5.85,2.687,0,1,8,0,0,0,0,58
2026-04-12T08:30:01.843442,59,243.24,51.396,189526.3,16.26,0,0,0,23.24,1.396,1,0,8,0,0,0,0,59
2026-04-12T08:30:03.843480,60,215.74,49.939,190718.0,15.79,0,0,0,-4.26,-0.061,0,0,8,0,0,0,0,60
2026-04-12T08:30:05.843494,61,222.77,49.269,173902.4,12.83,0,0,0,2.77,-0.731,0,0,8,0,0,0,0,61
2026-04-12T08:30:07.843501,62,218.51,52.201,186491.9,13.36,0,0,0,-1.49,2.201,0,0,8,0,0,0,0,62
