timestamp,cycle,voltage_v,frequency_hz,power_w,thd_percent,outage,micro_outage,pre_fault,voltage_deviation,freq_deviation,voltage_out_of_tolerance,freq_out_of_tolerance,hour,is_peak_hour,is_night,outage_count,micro_outage_count,cycles_since_last_outage
2026-04-07T18:05:12.696690,1,225.34,50.056,153178.4,12.09,0,0,0,5.34,0.056,0,0,18,1,0,0,0,1
2026-04-07T18:05:14.696606,2,221.44,53.199,154640.4,13.29,0,0,0,1.44,3.199,0,1,18,1,0,0,0,2
2026-04-07T18:05:16.696504,3,217.23,52.307,152830.9,13.22,0,0,0,-2.77,2.307,0,0,18,1,0,0,0,3
2026-04-07T18:05:18.696905,4,233.12,52.692,158830.7,13.19,0,0,0,13.12,2.692,0,1,18,1,0,0,0,4
2026-04-07T18:05:20.696786,5,223.41,51.909,142273.5,14.07,0,0,0,3.41,1.909,0,0,18,1,0,0,0,5
2026-04-07T18:05:22.696398,6,222.17,52.401,141015.2,13.57,0,0,0,2.17,2.401,0,0,18,1,0,0,0,6
2026-04-07T18:05:24.696487,7,211.08,50.163,139077.4,12.62,0,0,0,-8.92,0.163,0,0,18,1,0,0,0,7
2026-04-07T18:05:26.696433,8,222.92,52.034,145066.2,13.0,0,0,0,2.92,2.034,0,0,18,1,0,0,0,8
2026-04-07T18:05:28.696817,9,205.74,50.455,147444.8,11.68,0,0,0,-14.26,0.455,0,0,18,1,0,0,0,9
2026-04-07T18:05:30.696571,10,206.09,49.243,142873.6,12.11,0,0,0,-13.91,-0.757,0,0,18,1,0,0,0,10
2026-04-07T18:05:32.696858,11,203.51,51.522,144172.3,12.56,0,0,0,-16.49,1.522,0,0,18,1,0,0,0,11
2026-04-07T18:05:34.696901,12,230.9,52.931,140977.7,13.58,0,0,0,10.9,2.931,0,1,18,1,0,0,0,12
2026-04-07T18:05:36.696848,13,224.65,51.443,149506.0,12.88,0,0,0,4.65,1.443,0,0,18,1,0,0,0,13
2026-04-07T18:05:38.697783,14,223.01,51.596,154679.6,14.0,0,0,0,3.01,1.596,0,0,18,1,0,0,0,14
