timestamp,cycle,voltage_v,frequency_hz,power_w,thd_percent,outage,micro_outage,pre_fault,voltage_deviation,freq_deviation,voltage_out_of_tolerance,freq_out_of_tolerance,hour,is_peak_hour,is_night,outage_count,micro_outage_count,cycles_since_last_outage
2026-04-10T21:14:11.417628,5,225.42,50.667,151109.8,13.31,0,0,0,5.42,0.667,0,0,21,1,0,0,0,5
2026-04-10T21:14:13.417356,6,211.74,59.466,150146.1,12.6,0,0,0,-8.26,9.466,0,1,21,1,0,0,0,6
2026-04-10T21:14:15.417748,7,213.36,50.956,150808.7,13.18,0,0,0,-6.64,0.956,0,0,21,1,0,0,0,7
2026-04-10T21:14:17.417290,8,227.25,50.873,146232.4,12.77,0,0,0,7.25,0.873,0,0,21,1,0,0,0,8
2026-04-10T21:14:19.417257,9,215.44,53.733,130336.2,12.07,0,0,0,-4.56,3.733,0,1,21,1,0,0,0,9
2026-04-10T21:14:21.417833,10,224.14,51.921,153037.1,11.85,0,0,0,4.14,1.921,0,0,21,1,0,0,0,10
2026-04-10T21:14:23.417304,11,224.96,53.707,136264.6,13.21,0,0,0,4.96,3.707,0,1,21,1,0,0,0,11
2026-04-10T21:14:25.417474,12,214.05,53.983,154058.7,14.17,0,0,0,-5.95,3.983,0,1,21,1,0,0,0,12
2026-04-10T21:14:27.417475,13,219.27,52.739,157936.9,13.6,0,0,0,-0.73,2.739,0,1,21,1,0,0,0,13
2026-04-10T21:14:29.417385,14,220.27,52.513,158557.0,14.57,0,0,0,0.27,2.513,0,1,21,1,0,0,0,14
2026-04-10T21:14:31.417348,15,231.81,51.003,157874.4,12.68,0,0,0,11.81,1.003,0,0,21,1,0,0,0,15
2026-04-10T21:14:33.418130,16,233.65,51.264,129922.7,13.56,0,0,0,13.65,1.264,0,0,21,1,0,0,0,16
2026-04-10T21:14:35.417665,17,232.15,49.857,149327.3,12.32,0,0,0,12.15,-0.143,0,0,21,1,0,0,0,17
2026-04-10T21:14:37.417386,18,225.1,50.744,139304.4,12.84,0,0,0,5.1,0.744,0,0,21,1,0,0,0,18
2026-04-10T21:14:39.417587,19,234.15,53.637,158564.4,12.84,0,0,0,14.15,3.637,0,1,21,1,0,0,0,19
2026-04-10T21:14:41.417249,20,204.46,50.75,131435.1,13.56,0,0,0,-15.54,0.75,0,0,21,1,0,0,0,20
2026-04-10T21:14:43.417415,21,251.19,48.899,130148.6,13.7,0,0,0,31.19,-1.101,1,0,21,1,0,0,0,21
2026-04-10T21:14:45.417735,22,211.58,51.872,143680.5,13.61,0,0,0,-8.42,1.872,0,0,21,1,0,0,0,22
2026-04-10T21:14:47.417660,23,222.9,54.873,141727.6,23.92,0,0,0,2.9,4.873,0,1,21,1,0,0,0,23
2026-04-10T21:14:49.417332,24,240.54,52.203,145086.2,12.34,0,0,0,20.54,2.203,0,0,21,1,0,0,0,24
2026-04-10T21:14:51.417359,25,211.93,51.902,150425.9,14.88,0,0,0,-8.07,1.902,0,0,21,1,0,0,0,25
2026-04-10T21:14:53.417453,26,213.99,52.52,155659.7,13.74,0,0,0,-6.01,2.52,0,1,21,1,0,0,0,26
2026-04-10T21:14:55.417380,27,235.27,49.464,135041.4,12.2,0,0,0,15.27,-0.536,0,0,21,1,0,0,0,27
2026-04-10T21:14:57.419457,28,227.09,50.043,143644.2,11.82,0,0,0,7.09,0.043,0,0,21,1,0,0,0,28
2026-04-10T21:14:59.417709,29,218.48,50.844,144872.7,18.1,0,0,0,-1.52,0.844,0,0,21,1,0,0,0,29
2026-04-10T21:15:01.417763,30,221.25,51.646,148425.9,12.27,0,0,0,1.25,1.646,0,0,21,1,0,0,0,30
2026-04-10T21:15:03.418541,31,189.27,50.009,142116.1,12.94,0,0,0,-30.73,0.009,1,0,21,1,0,0,0,31
2026-04-10T21:15:05.417627,32,206.35,49.772,148773.5,13.84,0,0,0,-13.65,-0.228,0,0,21,1,0,0,0,32
2026-04-10T21:15:07.417755,33,219.35,51.437,149360.9,14.07,0,0,0,-0.65,1.437,0,0,21,1,0,0,0,33
2026-04-10T21:15:09.417579,34,211.43,47.701,155834.3,15.18,0,0,0,-8.57,-2.299,0,0,21,1,0,0,0,34
2026-04-10T21:15:11.417805,35,218.84,52.377,150594.8,13.35,0,0,0,-1.16,2.377,0,0,21,1,0,0,0,35
2026-04-10T21:15:13.417467,36,218.94,49.782,136629.3,12.66,0,0,0,-1.06,-0.218,0,0,21,1,0,0,0,36
2026-04-10T21:15:15.417597,37,221.01,51.039,157201.6,13.08,0,0,0,1.01,1.039,0,0,21,1,0,0,0,37
2026-04-10T21:15:17.417505,38,226.2,50.616,149890.4,13.7,0,0,0,6.2,0.616,0,0,21,1,0,0,0,38
2026-04-10T21:15:19.417753,39,211.93,49.694,144611.8,24.65,0,0,0,-8.07,-0.306,0,0,21,1,0,0,0,39
2026-04-10T21:15:21.417838,40,231.02,51.916,140678.5,13.7,0,0,0,11.02,1.916,0,0,21,1,0,0,0,40
2026-04-10T21:15:23.417746,41,201.31,51.438,147337.4,11.98,0,0,0,-18.69,1.438,0,0,21,1,0,0,0,41
2026-04-10T21:15:25.417747,42,221.52,49.576,151753.1,14.36,0,0,0,1.52,-0.424,0,0,21,1,0,0,0,42
