timestamp,cycle,voltage_v,frequency_hz,power_w,thd_percent,outage,micro_outage,pre_fault,voltage_deviation,freq_deviation,voltage_out_of_tolerance,freq_out_of_tolerance,hour,is_peak_hour,is_night,outage_count,micro_outage_count,cycles_since_last_outage
2026-04-07T11:24:14.045984,2,208.36,51.802,193323.7,15.24,0,0,0,-11.64,1.802,0,0,11,0,0,0,0,2
2026-04-07T11:24:16.046106,3,210.04,49.801,180567.1,13.86,0,0,0,-9.96,-0.199,0,0,11,0,0,0,0,3
2026-04-07T11:24:18.045984,4,211.16,54.572,172935.7,13.61,0,0,0,-8.84,4.572,0,1,11,0,0,0,0,4
2026-04-07T11:24:20.046091,5,229.38,51.418,172195.0,15.0,0,0,0,9.38,1.418,0,0,11,0,0,0,0,5
2026-04-07T11:24:22.046135,6,232.51,55.74,191575.9,13.17,0,0,0,12.51,5.74,0,1,11,0,0,0,0,6
2026-04-07T11:24:24.046039,7,195.33,51.585,177898.1,14.73,0,0,0,-24.67,1.585,1,0,11,0,0,0,0,7
2026-04-07T11:24:26.045804,8,221.39,49.601,180052.6,16.34,0,0,0,1.39,-0.399,0,0,11,0,0,0,0,8
2026-04-07T11:24:28.045863,9,217.99,48.963,180899.3,14.99,0,0,0,-2.01,-1.037,0,0,11,0,0,0,0,9
2026-04-07T11:24:30.045813,10,205.87,55.601,187978.5,13.46,0,0,0,-14.13,5.601,0,1,11,0,0,0,0,10
2026-04-07T11:24:32.046000,11,204.05,54.083,194028.4,15.36,0,0,0,-15.95,4.083,0,1,11,0,0,0,0,11
2026-04-07T11:24:34.046167,12,209.91,53.23,179350.5,27.56,0,0,0,-10.09,3.23,0,1,11,0,0,0,0,12
2026-04-07T11:24:36.046021,13,206.07,52.225,178189.9,14.94,0,0,0,-13.93,2.225,0,0,11,0,0,0,0,13
2026-04-07T11:24:38.046130,14,224.72,49.768,174957.8,15.45,0,0,0,4.72,-0.232,0,0,11,0,0,0,0,14
2026-04-07T11:24:40.046045,15,236.38,53.816,196169.4,29.48,0,0,0,16.38,3.816,0,1,11,0,0,0,0,15
2026-04-07T11:24:42.046033,16,212.81,48.468,196465.8,15.03,0,0,0,-7.19,-1.532,0,0,11,0,0,0,0,16
2026-04-07T11:24:44.045925,17,213.69,53.508,179071.1,14.01,0,0,0,-6.31,3.508,0,1,11,0,0,0,0,17
2026-04-07T11:24:46.045997,18,209.0,52.295,200373.3,16.09,0,0,0,-11.0,2.295,0,0,11,0,0,0,0,18
2026-04-07T11:24:48.046035,19,174.1,66.195,194662.2,15.46,0,0,0,-45.9,16.195,1,1,11,0,0,0,0,19
2026-04-07T11:24:50.046029,20,206.12,52.338,182063.8,14.31,0,0,0,-13.88,2.338,0,0,11,0,0,0,0,20
2026-04-07T11:24:52.046172,21,195.02,53.465,189559.4,15.75,0,0,0,-24.98,3.465,1,1,11,0,0,0,0,21
