timestamp,cycle,voltage_v,frequency_hz,power_w,thd_percent,outage,micro_outage,pre_fault,voltage_deviation,freq_deviation,voltage_out_of_tolerance,freq_out_of_tolerance,hour,is_peak_hour,is_night,outage_count,micro_outage_count,cycles_since_last_outage
2026-04-11T09:50:14.640293,1,211.61,51.214,172954.6,14.9,0,0,0,-8.39,1.214,0,0,9,0,0,0,0,1
2026-04-11T09:50:16.640500,2,204.13,51.045,185352.7,13.96,0,0,0,-15.87,1.045,0,0,9,0,0,0,0,2
2026-04-11T09:50:18.640272,3,221.46,50.838,196656.5,15.68,0,0,0,1.46,0.838,0,0,9,0,0,0,0,3
2026-04-11T09:50:20.640360,4,219.66,51.015,199901.7,15.26,0,0,0,-0.34,1.015,0,0,9,0,0,0,0,4
2026-04-11T09:50:22.640390,5,213.84,47.92,195984.6,14.44,0,0,0,-6.16,-2.08,0,0,9,0,0,0,0,5
2026-04-11T09:50:24.640358,6,223.95,49.306,176394.0,13.91,0,0,0,3.95,-0.694,0,0,9,0,0,0,0,6
2026-04-11T09:50:26.640399,7,238.2,48.602,183443.9,13.39,0,0,0,18.2,-1.398,0,0,9,0,0,0,0,7
2026-04-11T09:50:28.640340,8,210.51,57.485,173794.1,13.6,0,0,0,-9.49,7.485,0,1,9,0,0,0,0,8
2026-04-11T09:50:30.640123,9,228.79,65.404,177445.5,14.63,0,0,0,8.79,15.404,0,1,9,0,0,0,0,9
2026-04-11T09:50:32.640318,10,230.33,50.504,193118.5,16.69,0,0,0,10.33,0.504,0,0,9,0,0,0,0,10
2026-04-11T09:50:34.640362,11,228.91,51.759,188934.7,13.85,0,0,0,8.91,1.759,0,0,9,0,0,0,0,11
2026-04-11T09:50:36.640271,12,213.77,51.587,170298.6,13.2,0,0,0,-6.23,1.587,0,0,9,0,0,0,0,12
2026-04-11T09:50:38.640346,13,211.49,51.876,187063.6,15.68,0,0,0,-8.51,1.876,0,0,9,0,0,0,0,13
2026-04-11T09:50:40.640306,14,199.35,53.775,167068.5,15.73,0,0,0,-20.65,3.775,0,1,9,0,0,0,0,14
2026-04-11T09:50:42.640333,15,223.79,52.595,200773.2,15.28,0,0,0,3.79,2.595,0,1,9,0,0,0,0,15
2026-04-11T09:50:44.640816,16,202.31,50.342,184157.9,14.68,0,0,0,-17.69,0.342,0,0,9,0,0,0,0,16
2026-04-11T09:50:46.640418,17,203.5,49.719,195989.1,14.31,0,0,0,-16.5,-0.281,0,0,9,0,0,0,0,17
2026-04-11T09:50:48.640345,18,228.94,53.483,195729.6,15.0,0,0,0,8.94,3.483,0,1,9,0,0,0,0,18
2026-04-11T09:50:50.640343,19,184.4,51.095,201889.1,14.6,0,0,0,-35.6,1.095,1,0,9,0,0,0,0,19
2026-04-11T09:50:52.640349,20,210.02,48.459,182064.3,15.51,0,0,0,-9.98,-1.541,0,0,9,0,0,0,0,20
2026-04-11T09:50:54.640342,21,209.28,52.18,182986.7,15.37,0,0,0,-10.72,2.18,0,0,9,0,0,0,0,21
2026-04-11T09:50:56.640346,22,234.82,49.109,193850.0,15.37,0,0,0,14.82,-0.891,0,0,9,0,0,0,0,22
2026-04-11T09:50:58.640296,23,220.22,53.298,188042.5,14.51,0,0,0,0.22,3.298,0,1,9,0,0,0,0,23
2026-04-11T09:51:00.640322,24,242.1,46.783,182907.7,14.01,0,0,0,22.1,-3.217,1,1,9,0,0,0,0,24
2026-04-11T09:51:02.640348,25,214.39,50.327,179126.2,14.08,0,0,0,-5.61,0.327,0,0,9,0,0,0,0,25
2026-04-11T09:51:04.640364,26,203.18,53.952,189607.0,16.21,0,0,0,-16.82,3.952,0,1,9,0,0,0,0,26
2026-04-11T09:51:06.640351,27,217.83,52.256,181801.2,15.1,0,0,0,-2.17,2.256,0,0,9,0,0,0,0,27
2026-04-11T09:51:08.640367,28,212.34,51.703,182481.7,14.73,0,0,0,-7.66,1.703,0,0,9,0,0,0,0,28
2026-04-11T09:51:10.640313,29,197.3,49.557,185055.6,14.72,0,0,0,-22.7,-0.443,1,0,9,0,0,0,0,29
2026-04-11T09:51:12.640328,30,204.06,59.064,172667.1,16.02,0,0,0,-15.94,9.064,0,1,9,0,0,0,0,30
2026-04-11T09:51:14.640352,31,217.23,51.771,183448.7,14.08,0,0,0,-2.77,1.771,0,0,9,0,0,0,0,31
2026-04-11T09:51:16.640320,32,193.89,51.782,197119.4,12.86,0,0,0,-26.11,1.782,1,0,9,0,0,0,0,32
2026-04-11T09:51:18.640347,33,198.35,49.46,168473.6,13.57,0,0,0,-21.65,-0.54,0,0,9,0,0,0,0,33
2026-04-11T09:51:20.640273,34,200.47,52.001,182267.2,16.02,0,0,0,-19.53,2.001,0,0,9,0,0,0,0,34
2026-04-11T09:51:22.640412,35,226.01,52.213,192787.7,13.61,0,0,0,6.01,2.213,0,0,9,0,0,0,0,35
2026-04-11T09:51:24.640326,36,211.9,52.771,173590.2,14.01,0,0,0,-8.1,2.771,0,1,9,0,0,0,0,36
2026-04-11T09:51:26.640355,37,215.78,54.131,183996.5,13.12,0,0,0,-4.22,4.131,0,1,9,0,0,0,0,37
2026-04-11T09:51:28.640297,38,212.44,51.185,172002.8,12.33,0,0,0,-7.56,1.185,0,0,9,0,0,0,0,38
2026-04-11T09:51:30.640503,39,211.34,49.123,200887.0,15.18,0,0,0,-8.66,-0.877,0,0,9,0,0,0,0,39
2026-04-11T09:51:32.640353,40,196.68,50.252,183355.3,13.7,0,0,0,-23.32,0.252,1,0,9,0,0,0,0,40
2026-04-11T09:51:34.640345,41,213.81,50.326,178961.2,14.43,0,0,0,-6.19,0.326,0,0,9,0,0,0,0,41
2026-04-11T09:51:36.640316,42,204.87,48.301,167315.3,12.96,0,0,0,-15.13,-1.699,0,0,9,0,0,0,0,42
2026-04-11T09:51:38.640388,43,213.91,54.552,175481.8,14.79,0,0,0,-6.09,4.552,0,1,9,0,0,0,0,43
2026-04-11T09:51:40.640331,44,210.92,56.154,197495.4,17.21,0,0,0,-9.08,6.154,0,1,9,0,0,0,0,44
