timestamp,cycle,voltage_v,frequency_hz,power_w,thd_percent,outage,micro_outage,pre_fault,voltage_deviation,freq_deviation,voltage_out_of_tolerance,freq_out_of_tolerance,hour,is_peak_hour,is_night,outage_count,micro_outage_count,cycles_since_last_outage
2026-04-09T10:40:15.700547,3,222.59,48.713,193150.1,15.14,0,0,0,2.59,-1.287,0,0,10,0,0,0,0,3
2026-04-09T10:40:17.700675,4,201.3,51.465,177780.1,21.25,0,0,0,-18.7,1.465,0,0,10,0,0,0,0,4
2026-04-09T10:40:19.700677,5,193.62,52.208,199664.0,15.34,0,0,0,-26.38,2.208,1,0,10,0,0,0,0,5
2026-04-09T10:40:21.700545,6,243.28,50.663,195656.4,14.07,0,0,0,23.28,0.663,1,0,10,0,0,0,0,6
2026-04-09T10:40:23.700684,7,204.28,54.14,182374.9,14.67,0,0,0,-15.72,4.14,0,1,10,0,0,0,0,7
2026-04-09T10:40:25.700702,8,208.3,52.897,176647.5,14.03,0,0,0,-11.7,2.897,0,1,10,0,0,0,0,8
2026-04-09T10:40:27.700632,9,215.67,51.46,173017.8,13.47,0,0,0,-4.33,1.46,0,0,10,0,0,0,0,9
2026-04-09T10:40:29.700692,10,224.41,51.349,187199.7,14.85,0,0,0,4.41,1.349,0,0,10,0,0,0,0,10
2026-04-09T10:40:31.700557,11,205.4,50.699,175729.7,15.35,0,0,0,-14.6,0.699,0,0,10,0,0,0,0,11
2026-04-09T10:40:33.700725,12,193.57,61.036,174384.5,21.9,0,0,0,-26.43,11.036,1,1,10,0,0,0,0,12
2026-04-09T10:40:35.700708,13,199.27,51.352,196945.7,15.06,0,0,0,-20.73,1.352,0,0,10,0,0,0,0,13
2026-04-09T10:40:37.700699,14,242.23,53.94,200224.8,16.05,0,0,0,22.23,3.94,1,1,10,0,0,0,0,14
2026-04-09T10:40:39.700762,15,207.01,47.522,176393.9,14.63,0,0,0,-12.99,-2.478,0,0,10,0,0,0,0,15
2026-04-09T10:40:41.700702,16,232.94,54.814,196067.3,14.74,0,0,0,12.94,4.814,0,1,10,0,0,0,0,16
2026-04-09T10:40:43.700571,17,207.24,56.397,178666.3,13.72,0,0,0,-12.76,6.397,0,1,10,0,0,0,0,17
2026-04-09T10:40:45.700671,18,202.41,53.241,188913.8,12.78,0,0,0,-17.59,3.241,0,1,10,0,0,0,0,18
2026-04-09T10:40:47.700693,19,206.93,50.898,194797.3,13.74,0,0,0,-13.07,0.898,0,0,10,0,0,0,0,19
2026-04-09T10:40:49.700679,20,230.97,53.251,177972.8,14.3,0,0,0,10.97,3.251,0,1,10,0,0,0,0,20
2026-04-09T10:40:51.700625,21,226.87,54.0,182181.3,14.84,0,0,0,6.87,4.0,0,1,10,0,0,0,0,21
2026-04-09T10:40:53.700706,22,228.49,49.194,181162.3,13.14,0,0,0,8.49,-0.806,0,0,10,0,0,0,0,22
2026-04-09T10:40:55.700666,23,228.86,48.235,178943.5,14.63,0,0,0,8.86,-1.765,0,0,10,0,0,0,0,23
2026-04-09T10:40:57.700382,24,221.92,50.151,176701.4,13.55,0,0,0,1.92,0.151,0,0,10,0,0,0,0,24
2026-04-09T10:40:59.700665,25,207.81,58.296,171973.4,15.01,0,0,0,-12.19,8.296,0,1,10,0,0,0,0,25
2026-04-09T10:41:01.700679,26,203.55,50.783,200213.6,14.51,0,0,0,-16.45,0.783,0,0,10,0,0,0,0,26
2026-04-09T10:41:03.700686,27,201.73,52.225,190810.1,16.12,0,0,0,-18.27,2.225,0,0,10,0,0,0,0,27
2026-04-09T10:41:05.700669,28,208.8,51.982,196544.4,17.36,0,0,0,-11.2,1.982,0,0,10,0,0,0,0,28
2026-04-09T10:41:07.700675,29,230.96,50.274,180341.5,14.74,0,0,0,10.96,0.274,0,0,10,0,0,0,0,29
2026-04-09T10:41:09.700654,30,233.46,49.126,185044.1,14.35,0,0,0,13.46,-0.874,0,0,10,0,0,0,0,30
2026-04-09T10:41:11.700671,31,208.25,50.978,173845.1,14.99,0,0,0,-11.75,0.978,0,0,10,0,0,0,0,31
2026-04-09T10:41:13.700540,32,211.86,50.417,189070.4,12.52,0,0,0,-8.14,0.417,0,0,10,0,0,0,0,32
2026-04-09T10:41:15.700684,33,191.37,53.122,189680.6,13.92,0,0,0,-28.63,3.122,1,1,10,0,0,0,0,33
2026-04-09T10:41:17.700707,34,221.01,51.633,183561.3,14.36,0,0,0,1.01,1.633,0,0,10,0,0,0,0,34
2026-04-09T10:41:19.700659,35,210.55,53.675,180982.1,13.58,0,0,0,-9.45,3.675,0,1,10,0,0,0,0,35
2026-04-09T10:41:21.700720,36,230.4,51.506,178024.8,14.24,0,0,0,10.4,1.506,0,0,10,0,0,0,0,36
2026-04-09T10:41:23.700771,37,214.38,51.481,188702.6,14.64,0,0,0,-5.62,1.481,0,0,10,0,0,0,0,37
2026-04-09T10:41:25.700524,38,215.12,51.013,198902.5,13.5,0,0,0,-4.88,1.013,0,0,10,0,0,0,0,38
2026-04-09T10:41:27.700569,39,220.82,50.405,182453.5,13.93,0,0,0,0.82,0.405,0,0,10,0,0,0,0,39
2026-04-09T10:41:29.700558,40,219.77,51.862,192165.2,14.51,0,0,0,-0.23,1.862,0,0,10,0,0,0,0,40
2026-04-09T10:41:31.700530,41,217.9,52.212,193853.4,15.21,0,0,0,-2.1,2.212,0,0,10,0,0,0,0,41
2026-04-09T10:41:33.700587,42,218.3,51.689,199644.6,15.96,0,0,0,-1.7,1.689,0,0,10,0,0,0,0,42
2026-04-09T10:41:35.700752,43,203.34,50.859,187383.3,14.2,0,0,0,-16.66,0.859,0,0,10,0,0,0,0,43
2026-04-09T10:41:37.700534,44,238.84,52.421,191570.7,24.1,0,0,0,18.84,2.421,0,0,10,0,0,0,0,44
2026-04-09T10:41:39.700540,45,207.42,54.925,190410.3,15.03,0,0,0,-12.58,4.925,0,1,10,0,0,0,0,45
2026-04-09T10:41:41.700725,46,211.33,50.035,186745.4,14.0,0,0,0,-8.67,0.035,0,0,10,0,0,0,0,46
2026-04-09T10:41:43.700519,47,248.39,51.397,186449.2,12.51,0,0,0,28.39,1.397,1,0,10,0,0,0,0,47
2026-04-09T10:41:45.700561,48,224.4,53.285,189510.6,15.78,0,0,0,4.4,3.285,0,1,10,0,0,0,0,48
2026-04-09T10:41:47.700436,49,211.67,56.325,183522.2,13.92,0,0,0,-8.33,6.325,0,1,10,0,0,0,0,49
2026-04-09T10:41:49.700776,50,205.0,52.548,179587.3,14.43,0,0,0,-15.0,2.548,0,1,10,0,0,0,0,50
2026-04-09T10:41:51.700546,51,238.77,52.562,190943.5,13.16,0,0,0,18.77,2.562,0,1,10,0,0,0,0,51
2026-04-09T10:41:53.700679,52,209.36,51.856,172387.3,15.16,0,0,0,-10.64,1.856,0,0,10,0,0,0,0,52
2026-04-09T10:41:55.700563,53,204.49,51.425,183996.8,14.57,0,0,0,-15.51,1.425,0,0,10,0,0,0,0,53
2026-04-09T10:41:57.700536,54,193.16,52.447,173782.9,14.14,0,0,0,-26.84,2.447,1,0,10,0,0,0,0,54
2026-04-09T10:41:59.700468,55,207.93,50.366,190804.7,15.61,0,0,0,-12.07,0.366,0,0,10,0,0,0,0,55
2026-04-09T10:42:01.700456,56,215.3,51.067,195933.9,14.93,0,0,0,-4.7,1.067,0,0,10,0,0,0,0,56
2026-04-09T10:42:03.700446,57,215.35,53.866,177335.1,13.73,0,0,0,-4.65,3.866,0,1,10,0,0,0,0,57
2026-04-09T10:42:05.700595,58,222.34,48.353,190685.2,17.24,0,0,0,2.34,-1.647,0,0,10,0,0,0,0,58
2026-04-09T10:42:07.700355,59,210.83,49.411,188842.2,13.12,0,0,0,-9.17,-0.589,0,0,10,0,0,0,0,59
2026-04-09T10:42:09.700331,60,205.76,53.189,173989.7,13.77,0,0,0,-14.24,3.189,0,1,10,0,0,0,0,60
2026-04-09T10:42:11.700385,61,206.67,49.896,169037.9,27.36,0,0,0,-13.33,-0.104,0,0,10,0,0,0,0,61
2026-04-09T10:42:13.700526,62,226.67,53.166,180635.2,12.49,0,0,0,6.67,3.166,0,1,10,0,0,0,0,62
2026-04-09T10:42:15.700554,63,227.22,54.832,190259.8,14.59,0,0,0,7.22,4.832,0,1,10,0,0,0,0,63
2026-04-09T10:42:17.700515,64,229.52,49.928,186431.8,13.04,0,0,0,9.52,-0.072,0,0,10,0,0,0,0,64
2026-04-09T10:42:19.700323,65,220.56,52.776,193278.5,14.0,0,0,0,0.56,2.776,0,1,10,0,0,0,0,65
